id,name,list_price,categ_id
36827,Đi tắm thật là thích,48000,1821
31111,UHA- Kẹo dẻo vị nho 10 viên,28000,4326
19060,MARUMIYA- Rắc cơm trứng cá tuyết rong biển màu hồng 28g,40000,4289
19062,"MARUMIYA- Rắc cơm cá, trứng rong biển màu tím 28g",40000,4289
18877,MARUMIYA-Gia vị rắc cơm cá hồi (22g),40000,4289
20954,MORIGANA- Kẹo trái cây Hi-Chew hộp 40g,35000,4326
18161,YUUKI- Hộp hạt nêm 500g,378000,4314
17802,GENKI-Bỉm XXL26-quan,310000,1804
23290,Voucher 100K áp dụng đơn hàng từ 1tr (trừ bỉm sữa),0,1622
16241,SANPHAN-Miếng dán thải độc chân chiết xuất than hoạt tính,50400,4478
16740,Bánh Dorayaki nhân đào 8 cái,95000,4331
20089,YAOKIN- Snack Umaibo vị lưỡi bò muối (gói 6g),4000,4333
11967,THERMOS-Nồi ủ 4.5L (C),3700000,4413
31154,KRACE- Kẹo Mentos vị nho 37.5g,35000,4326
28574,Voucher 20K tặng khách,1,1622
31155,KRACE- Kẹo Mentos vị bạc hà 37.5g,35000,4326
13712,WINGACE- Mỳ ống hình chữ cái,58000,4287
25577,CORIS- Kẹo hộp Mícro 15g,29000,4333
36846,CHUCHU- Thấm sữa 140 miếng,345000,4588
35216,TATSUMIYA- Bộ đồ chơi leo tháp cân bằng,43000,4741
35221,TATSUMIYA- Cung tên có đầu mút dính,44000,4741
35220,TATSUMIYA- Kẹo hạt đậu,41000,4741
35218,TATSUMIYA- Kiếm đâm thùng gỗ,39000,4741
35219,TATSUMIYA- Kiếm phi tiêu ninja nhựa,45000,4741
35222,TATSUMIYA- Ném bóng trúng đích,42000,4741
16038,DHC-Xà phòng rửa mặt chiết xuất trà xanh,135000,4454
11349,Đĩa thuyền dài đen trắng size 33x10x4 (38-563-61),97000,4408
29119,Voucher 200K áp dụng đơn hàng từ 2tr (trừ bỉm sữa),1,1622
15097,Đĩa tròn chấm bi xanh 12/13/16x2 (20-614-35),60000,4408
14466,INOMATA-Chậu màu trắng 2.9L,35000,4435
35226,TATSUMIYA- Bàn bóng đá không người,37000,4741
35227,TATSUMIYA- Đồ chơi bật bóng vào giỏ,37000,4741
35225,TATSUMIYA- Xe xây dựng đồ chơi,39000,4741
18619,AJINOMOTO- Hộp gia vị soup gà 55g,126000,4314
16756,CALLBEE- Khoai tây chiên,40000,4327
18328,INOMATA- Bát ăn cho bé #10.4 màu xanh,35000,4447
29120,Voucher 100K áp dụng đơn hàng từ 1tr (trừ sữa),1,1622
14509,INOMATA-Giỏ đựng đồ mầu xanh lá,42000,4419
31147,LOTTE- Bánh gấu nhân socola 120,78000,4324
14396,INOMATA- Đĩa nhựa màu hồng 22cm,35000,4441
14411,INOMATA-Cốc màu nâu 350 ml,38000,4407
38421,TOKUTO SAKE- Rượu Kamozuru hộp vàng (300ml),280000,4338
31160,UHA- Kẹo vị Cola 10 viên,30000,4326
18206,EBISU- Hộp bảo quản cơm 375ml,139000,4404
18991,PIERAS- Nước súc miệng Propolince làm trắng răng 600ml,231000,4682
37849,Tình nguyện- Bột,82000,4350
37850,Tình nguyện- Bột bánh,58000,4350
18667,ECHO- Dụng cụ mài củ quả 0428-005,39000,4441
36840,MITSUI- Đường đen hạt nhỏ mịn túi 500g,78000,4318
36841,MITSUI- Đường hạt lớn túi 500g,78000,4318
36842,AJINOMOTO- Muối ăn ajisio chai 60g,38000,4318
36843,YAMADAKAGAKU- Cốc nhựa có nắp 300ml,50000,4407
36844,ARANAMI- Muối ăn hạt nhỏ túi 750g,65000,4318
35230,TATSUMIYA- Bắn vòng galaxy,37000,4741
35233,TATSUMIYA- Bộ xiên hạt xoàng,39000,4741
35231,TATSUMIYA- Đường cao tốc oto,129000,4741
35229,TATSUMIYA- Súng còng tay cảnh sát,39000,4741
30984,MEIJI- Kẹo dẻo Sushi vị trái cây 22g,24000,4326
30999,MAEDA- Bánh mềm Boro 5 chiếc,49000,4553
31015,CALBEE- Snack khoai tây vi rong biển muối 60g,38000,4327
29987,BOURBON- Bánh quy Mini Cracker 75g,78000,4328
18166,TOHATO- Snack ngô 80g,55000,4327
31084,FRITOLAY- Bắp rang bơ Shouyu 60g,30000,4327
31100,FUJIYA- Socola nhân đậu phộng 180g,76000,4324
31113,MEIJI- Socola Macadamia hộp 9 viên,78000,4324
19962,MEIJI- Bánh socola hình nấm và măng size nhỏ (hộp 12 túi),79000,4328
19014,PIERAS- Nước súc miệng Propoince cho người hút thuốc 600+100ml,235000,4682
16310,ECHO- Dụng cụ mài cắt rau củ ( nhựa xanh ),48000,4416
37855,MAMABUTTER- Kem chống UV SPF25 PA++(45g),320000,4476
37856,MAMABUTTER- Kem chống UV SPF25 PA++ hương thảo mộc (45g),320000,4476
19851,SANADA SEIKO- Rổ nhựa màu trắng,49000,4416
37857,MAMABUTTER- Túi sữa tắm 330ml,220000,4481
37858,MAMABUTTER- Túi dầu gội 350ml,250000,4473
17237,DENROKU- Đậu phộng tẩm cay 120g,69000,4329
37859,MAMABUTTER- Túi dầu xả 350ml,250000,4474
10581,GOON-Bỉm M64 dan Sản phẩm ko sử dụng,350000,4741
35242,TATSUMIYA- Cung dơi có đầu mút dính,24000,4741
35241,TATSUMIYA- Vòng cổ công chúa,39000,4741
35245,TATSUMIYA- Vương miện công chúa,22000,4741
36847,MARUNI- Muối ăn enriched chai nhựa 110g,54000,4318
35240,TATSUMIYA- Xe địa hình đồ chơi,24000,4741
17961,SANADA SEIKO- Rổ # 28 màu xanh,55000,4396
11955,Biến áp đổi nguồn DN015,590000,4428
19631,BOURBON- Snack khoai tây chiên 45g,26000,4327
31115,MEIJI- Kẹo socola Apollo 102g,88000,4324
36845,KIMURA- Rong biển nướng Kumamon 8 miếng,153000,4297
17728,MEIJI-Set Kẹo mini hoa quả các vị,60000,4326
31119,MORINAGA- Kẹo Hi-chew vị dâu 12 viên,29000,4326
28555,SKATER- Khay trữ thức ăn 50mlx6,95000,4563
31126,MORINAGA- Kẹo vị caramen 80g,64000,4326
19254,MORINAGA- Socola đen Venezuela 102g,89000,4324
23332,Sách xin chào xin chào ,48000,4645
12109,Sách nhà có 3 vịt giời 2,69000,4645
12081,Sách Totto chan bên cửa sổ,80000,4645
12108,Sách nhà có 3 vịt giời 1,69000,4645
31129,MORINAGA- Thanh socola sữa 44 chiếc,55000,4324
37860,PAPABUTTER- Sữa dưỡng da mặt và cơ thể hương bạc hà và thảo mộc cho nam 140g,350000,4459
31133,MORINAGA- Snack Boro bổ sung canxi 7 tháng 34g,75000,4553
11465,KOSE- Giấy thấm dầu Softymo Minus Ion _ 150 tờ,84000,4504
16340,ECHO- Lăn hút bụi quần áo,70000,4393
34556,MITSUI- ĐƯỜNG CỤC VUÔNG TÚI 450G,90000,4741
31134,YBC- Bánh Cookie 36 cái,65000,4328
16348,ECHO- Set 3 thìa inox,47000,4406
18765,ECHO- Set 4 muỗng nhựa 0416-129,41000,4406
12124,Sách cha mẹ Nhật dạy con tự lập,69000,4674
35247,TATSUMIYA- Búp bê lovely,38000,4741
21475,CHIRIN- Kẹo socola viên,9000,4320
16336,ECHO- Sét 6 khuôn thức ăn hình động vật,35000,4418
17156,ECHO- Thảm ghép họa tiết hoa hồng,290000,4420
35250,TATSUMIYA- Súng đạn tròn đầu,41000,4741
35251,TATSUMIYA- Hộp gương công chúa,37000,4741
35248,TATSUMIYA- Váy búp bê,32000,4741
35249,TATSUMIYA- Vòng quay may mắn,37000,4741
37862,SEGREAT - Dầu xả Lishan chiết xuất dầu ngựa 600ml,290000,4474
37864,LION- Lăn tẩy trắng vết bẩn trên quần áo 160g,115000,4365
29143,ARTEC- Thước ê ke 10cm,38000,4670
37865,LION- Lăn tẩy trắng vết bẩn trên tất 220g,115000,4365
37863,GABAIYOKA- Mặt nạ chiết xuất than hoạt tính,399000,4458
37866,LION- Tẩy trắng vết bẩn trên áo sơ mi túi 230g,90000,4365
22451,ROHTO - Essence chống nắng UV  SPF50+/PA++++ hương hoa,240000,4476
16121,TAISHO- Siro cảm cúm cho bé Parubon 120ml,290000,4576
31142,LOTTE- Bánh kem trứng Custard 6 chiếc,89000,4331
31144,LOTTE- Bánh que Toppo vị socola 8 gói,78000,4324
31145,LOTTE- Bánh xốp nướng nhân socola gói 133g,78000,4324
31152,CHIBORI- Bánh Cookie kiểu Nhật 6 vị 24 chiếc,115000,4328
38422,Miến Nhật 1kg,289000,4743
14824,SANADA SEIKO- Hót rác màu trắng,45000,4393
14877,SANADA SEIKO- Chậu 2.5L màu xanh,38000,4416
34557,MITSUI- ĐƯỜNG HẠT VỪA TÚI 500G,72000,4741
34558,MITSUI- ĐƯỜNG TINH HẢO HẠN TÚI 500G,69000,4741
34555,MITSUI- ĐƯỜNG TÚI NHỎ 3G X 120 GÓI,95000,4741
33606,OHE- Thùng rác đạp chân mầu trắng,379000,4741
35252,TATSUMIYA- Bóng mềm mặt mèo,39000,4741
35253,TATSUMIYA- Búp bê sara,22000,4741
35255,TATSUMIYA- Ô tô người máy,271000,4741
35256,TATSUMIYA- Set đồ công trường,325000,4741
35254,TATSUMIYA- Thước tạo hình,271000,4741
35257,TATSUMIYA- Trò chơi câu cá tự động,271000,4741
33703,TOYO-  Tấm nhôm chắn bếp ga 1 cánh hồng,185000,4741
16131,SANADA SEIKO-Set 2 mắc treo mầu trắng,39000,4396
31171,FUJIYA- Kẹo sữa milky 7 viên,17000,4326
31173,HEART- Hộp kẹo Janke 10g,89000,4333
31176,KRACIE- Đồ chơi Cửa hàng bánh ngọt,76000,4333
31177,HEART- Đồ chơi làm thức uống trong máy giặt vị sữa chua 2,115000,4333
14982,SANADA- Vỉ hút mùi ngăn đông tủ lạnh,33000,4396
37867,LION- Tẩy trắng vết bẩn trên tất túi 160g,90000,4365
37868,Trò chơi Kendama,45000,4430
14992,SANADA- Xịt khử mùi giày 10ml,40000,4426
36467,LECIEN - Áo lót trẻ em 17SFB181 màu navi kẻ size M- LC6269 - 1622270,290000,4717
38395,LECIEN - Quần lót dáng đùi cạp cao 14WFO123 màu đen size L - LC0006 - 754831,355000,4715
18386,LECIEN-áo ngực 15WFB810 màu be size B70-1604920170,390000,4714
35265,TATSUMIYA- Đồ chơi ngôi nhà kitty,271000,4741
30449,NAPLA- Dầu gội Organic M.CHAREAUT ALGANIINA (Hương hoa hồng - 500g),337000,4530
31016,CALBEE- Snack khoai tây vi sup consomme 60g,35000,4327
35297,TATSUMIYA- Trò chơi kentama,44000,4741
30438,NAPLA- Dầu xả Organic M.Chareut Arganina 480ml,298000,4530
20598,EKO- Thìa inox cán nhựa chấm bi ( 3 màu ),35000,4441
20667,EKO- Khăn lau mặt gấu nàu nâu,55000,4393
37851,Tình nguyện- Sốt takoyaki,125000,4350
37852,Tình nguyện- Bột Tako,130000,4350
37853,Tình nguyện- Bỏng,160000,4350
37854,Tình nguyện- Cá bào,550000,4350
17226,ASAHI- Bánh quy vị mật ong và nho khô 150g,95000,4328
35278,TATSUMIYA- Xếp hình chữ H,406000,4741
28596,FUMAKILA- Dung dịch diệt kiến 800ml,179000,4385
19885,FURUTA- Bánh quy sữa (hộp 12 cái),40000,4328
35289,TATSUMIYA- Bộ đồ chơi làm kem,346000,4741
16037,DHC- Sữa dưỡng da mặt ngăn ngừa mụn 40ml,230000,4456
35290,TATSUMIYA- Gạch xếp hình GO,325000,4741
18751,ECHO- Chổi nhựa quét nước 1406-241,41000,4393
35294,TATSUMIYA- Kentama siêu mini,19000,4741
35295,TATSUMIYA- Kính ảo giác,19000,4741
30476,BBYE- Phấn phủ MAMA BUTTER SPF25 PA++ (da bóng mịn - 8g),362000,4538
30477,BBYE- Phấn phủ MAMA BUTTER SPF25 PA++ (màu da tự nhiên - 8g),362000,4538
35293,TATSUMIYA- Sáo hình chim,18000,4741
37861,SEGREAT - Dầu gội Lishan chiết xuất dầu ngựa 600ml,290000,4473
20261,Giỏ quà tết,1570000,4336
20257,Giỏ quà tết,1020000,4336
24368,UJIYASU- Trà rang túi lọc 5g×40p,104000,4305
20266,Giỏ quà tết,1060000,4336
34429,Unimat Riken - Kẹo mật ong manuka MGO 100+,90000,4741
34430,Unimat Riken - Kẹo mật ong manuka MGO 550+,120000,4741
34431,Unimat Riken - Kẹo bổ sung DHA vị trái cây,95000,4741
34439,Unimat Riken - Kem dầu ngựa,330000,4741
36533,Bàn chải bông rửa mặt,290000,4741
18694,ECHO- Dụng cụ mài dao cầm tay 0359-593,41000,4418
35302,TATSUMIYA-  Đồ chơi máy bay phản lực,19000,4741
13345,GLICO - Bánh que vị thịt nướng 62g,40000,4328
20270,Giỏ quà tết,1560000,4336
35310,TATSUMIYA- Đồ tóc cute,18000,4741
19947,GLICO- Bánh quy Bisco,205000,4328
37882,UNIQLO - Áo giữ nhiệt trẻ em màu 08 Dark Gray size 130,280000,4709
37883,UNIQLO - Áo giữ nhiệt trẻ em màu 08 Dark Gray size 140,280000,4709
37884,UNIQLO - Áo giữ nhiệt trẻ em màu 09 Black size 130,280000,4709
37885,UNIQLO - Áo giữ nhiệt trẻ em màu 09 Black size 140,280000,4709
37886,UNIQLO - Quần giữ nhiệt trẻ em màu 03 Gray size 130,550000,4709
37887,UNIQLO - ÁO giữ nhiệt nữ màu 09 Black size M,499000,4709
37888,UNIQLO - ÁO giữ nhiệt nữ màu 09 Black size L,499000,4709
37889,UNIQLO - ÁO giữ nhiệt nữ màu 08 Dark Gray size M,499000,4709
11163,CHUCHU- Xịt chống côn trùng 40ml,119000,4578
36610,KAO- Nước xả vải Huming hương hoa hồng 570ml,130000,4373
28761,GOSHOKU- Ruốc cá hồi sốt Rayu (70g),78000,4298
17334,GLICO- Socola hạnh nhân Premio 12 viên,95000,4324
37892,UNIQLO - ÁO giữ nhiệt nam màu 08 Dark Gray size XL,499000,4709
37893,UNIQLO - ÁO giữ nhiệt nam màu 08 Dark Gray size L,499000,4709
30562,SEGREAT- Miếng dán thư giãn chân ban đêm hương hoa oải hương 2 miếng,46000,4523
21427,FUJIYA- Kẹo mút vị trái cây ( túi 21 cái ),65000,4326
35326,TATSUMIYA- Khối vuông vui vẻ,34000,4741
13617,AJINOMOTO- Dầu mè 70g,70000,4315
37890,UNIQLO - ÁO giữ nhiệt nữ màu 08 Dark Gray size L,499000,4709
37891,UNIQLO - ÁO giữ nhiệt nam màu 08 Dark Gray size L,499000,4709
35333,TATSUMIYA- Bảng phi tiêu,18000,4741
35337,TATSUMIYA- Mic đổi giọng đồ chơi,18000,4741
24625,ALPS- Nước đào 250ml,64000,4343
29168,Voucher 20K mừng SN T9/2017,1,1622
15746,GUNZE-Tất Beauty Shape màu đen size M,105000,4720
13046,GUNZE- Tất SB205 mầu 694 size L_L,120000,4720
13044,GUNZE- Tất SB205 mầu 694 size M_L,120000,4720
35338,TATSUMIYA- Mic hát biến âm,31000,4741
18978,Ô gấp,75000,4741
18986,Ô Gấp,170000,4741
13337,OGYU- Yếm ăn mầu xanh,180000,4741
35336,TATSUMIYA- Quạt giấy Nhật Bản,18000,4741
13736,OHGIYA-Phô mai bò 2.8g (48 gói),205000,4741
15013,OKAZAKI- Khăn kỳ lưng tạo bọt mầu tím 28x100cm,45000,4741
11936,OMRON- Cân điện tử,590000,4741
35334,TATSUMIYA- Súng nước nhiều màu,18000,4741
35335,TATSUMIYA- Thước thiết kế,18000,4741
20399,OFUKURO-Nước tương 100ml,168000,4554
16172,AKEBONO- Khay chia thức ăn ( 5 ngăn),137000,4563
13105,GUNZE- Tất SB 300 màu 026 black - size ML,120000,4720
13104,GUNZE- Tất SB 300 màu 027 barmont brown- size LL,120000,4720
13106,GUNZE- Tất SB 300 màu 027 barmont brown- size ML,120000,4720
13088,GUNZE- Tất SB 300 màu 694 nude beige LL,120000,4720
13090,GUNZE- Tất SB 300 màu 694 nude beige ML,120000,4720
13109,GUNZE- Tất SB 310 màu 027 barmont brown- size ML,120000,4720
29169,Voucher 50K mừng SN T9/2017,1,1622
17722,GENKI-Bỉm L44 quần,310000,1804
21796,DAISHO-Bún canh  ngũ vị ( 10 phần ),110000,4290
35340,TATSUMIYA- Cây bắn bóng hình kem,17000,4741
35342,TATSUMIYA- Gậy vẩy,16000,4741
35343,TATSUMIYA- Phi tiêu mini,34000,4741
35339,TATSUMIYA- Túi treo tí hon,32000,4741
29186,Kem bánh cookie Futaba,35000,4331
35348,TATSUMIYA- Bi chạy trong lồng,17000,4741
35345,TATSUMIYA- Bơm bóng bay nước,18000,4741
35350,TATSUMIYA- Ếch nhảy,18000,4741
35351,TATSUMIYA- Mô hình máy bay chở khách,17000,4741
35346,TATSUMIYA- Quạt mini,18000,4741
16445,GUNZE-Tất SB682 màu 026 Size LL,210000,4720
16444,GUNZE- Tất SB682 mầu 026 size ML,210000,4720
13063,GUNZE- Tất SB 806 màu 027 barmont brown- size ML,120000,4720
13061,GUNZE- Tất SB 806 màu 694 nude beige LL,120000,4720
36791,Tất nữ set  2 size 19-25,89000,4729
35356,TATSUMIYA- Chó bông tai dài,1836000,4741
35358,TATSUMIYA- Điện thoại anpanman,265000,4741
13056,GUNZE- Tất SP802 mầu 027 size L_L,120000,4720
18275,GUNZE- Tất SB 910 LL 027,205000,4720
16292,"ECHO- Dụng cụ mở bia, rượu",48000,4418
19634,HACHI- Cháo vị mận Nhật (Gói 250g),55000,4293
28697,HADALABO- Lotion dưỡng trắng da Hakujun Premium (Cho da thường đến khô - 170ml),350000,4455
11598,HADANOMY-Dưỡng da mặt 200ml,375000,4455
11657,HADOLABO-Lotion dưỡng ẩm chống lão hóa 170ml,380000,4455
35352,TATSUMIYA- Mực bật đầu,130000,4741
35355,TATSUMIYA- Rôbot máy cẩu,271000,4741
35354,TATSUMIYA- Rôbot tầu hỏa,271000,4741
35353,TATSUMIYA- Vịt máy bơi bồn tắm,162000,4741
35357,TATSUMIYA- Vồng phát sáng 10 chiếc,54000,4741
29180,Voucher 508300 cho Hà Đông,1,1622
11856,KAO- Xịt tạo kiểu tóc dành cho nam Quick Styling Super hard 220g,185000,4498
36809,Voucher 50K test ko su dng,1,1622
20304,"PARUKINZOKU- Giá đựng cốc chén,bát đĩa 2 tầng màu trắng",299000,4396
25110,AGATSUMA- Trống Magical,799000,4593
19147,SHOWA- Găng tay cao su màu xanh size M,35000,4424
35359,TATSUMIYA- Máy hút bụi Kitty,541000,4741
37050,Bình inox có móc treo 320ml chưa có thông tin,1,4428
37067,Mỳ bát chưa có thông tin,1,4288
25111,AGATSUMA- Xe chòi chân có nhạc Melodi Anpanman Car,1590000,4593
15559,INOMATA- Chậu nhựa nhỏ màu hồng 17cm,37000,4418
15342,Tảo xoắn SPIRULINA Nhật Bản1500Vviên,470000,4704
35375,TATSUMIYA- Trứng nicopiyo,73000,4741
16854,ASAHI- Viên ngậm Mintia catechin bạc hà trà xanh khử mùi 50 Viên,29000,4326
14685,YAMADA KAGAKU-Cốc đánh răng màu vàng,32000,4407
25113,AGATSUMA- Xe tải biến hình Diarobo DR-0011,220000,4591
10965,AKACHAN-Bộ bàn chải thay thế từ 0->2 tuổi,116000,4577
19615,Bánh Gateaux cuộn trà xanh giảm giá 50%,5000,4336
17826,GOON-Giấy ướt goon 70 tờ,42000,1806
35181,MARUMIYA- Rắc cơm mềm vị gà và trứng 28g,40000,4741
35368,TATSUMIYA- Mô hình bọ cánh cứng,190000,4741
35366,TATSUMIYA- Vớt bóng nổi,86000,4741
35367,TATSUMIYA- Xe hơi đau chạy pin,93000,4741
14847,SANADA SEIKO-Hôp đựng bàn chải đánh răng,30000,4400
25114,ASAHI- Kẹo khử mùi Mintia vị nho 50 viên,37000,4326
28707,HADALABO- Sữa rửa mặt chiết xuất lúa mạch 100g,168000,4454
35189,YAMASA- Nước tương tảo bẹ Konbu 360ml,87000,4741
14083,Bộ móc treo đồ trẻ em màu xanh,252000,4394
17365,BONCHI- Bánh gạo 80g,35000,4332
