product_id,date_order,revenue,profit,qty
16302,2017-01-05 00:00:00,55000,37000,1
16313,2017-01-05 00:00:00,96000,60000,2
16340,2017-01-05 00:00:00,70000,49000,1
16341,2017-01-05 00:00:00,45000,29000,1
16650,2017-01-05 00:00:00,175000,74000,1
16724,2017-01-05 00:00:00,720000,425000,2
16738,2017-01-05 00:00:00,95000,37000,1
16740,2017-01-05 00:00:00,95000,37000,1
16748,2017-01-05 00:00:00,48000,26000,1
16774,2017-01-05 00:00:00,348000,162000,2
16851,2017-01-05 00:00:00,36000,18000,1
16855,2017-01-05 00:00:00,30000,14000,1
16892,2017-01-05 00:00:00,190000,76000,2
16957,2017-01-05 00:00:00,155000,64000,1
17097,2017-01-05 00:00:00,170000,91000,1
17180,2017-01-05 00:00:00,300000,179000,1
17476,2017-01-05 00:00:00,45000,26000,1
17483,2017-01-05 00:00:00,35000,18000,1
17509,2017-01-05 00:00:00,38000,14000,1
17553,2017-01-05 00:00:00,110000,54000,1
17722,2017-01-05 00:00:00,867000,186000,3
17739,2017-01-05 00:00:00,105000,32000,1
17789,2017-01-05 00:00:00,144000,66000,2
17794,2017-01-05 00:00:00,657000,75000,3
17796,2017-01-05 00:00:00,438000,50000,2
17806,2017-01-05 00:00:00,3112000,352000,8
17811,2017-01-05 00:00:00,2400000,120000,4
17818,2017-01-05 00:00:00,1320000,60000,3
17819,2017-01-05 00:00:00,3913000,238000,7
17825,2017-01-05 00:00:00,-560000,-560000,0
17841,2017-01-05 00:00:00,2050000,225000,5
17856,2017-01-05 00:00:00,410000,45000,1
17859,2017-01-05 00:00:00,410000,11000,1
17871,2017-01-05 00:00:00,810000,33000,2
17990,2017-01-05 00:00:00,101000,37000,2
17995,2017-01-05 00:00:00,58000,17000,2
17996,2017-01-05 00:00:00,35000,14000,1
18015,2017-01-05 00:00:00,520000,287000,4
18042,2017-01-05 00:00:00,280000,142000,1
18137,2017-01-05 00:00:00,36000,18000,1
18142,2017-01-05 00:00:00,105000,70000,1
18164,2017-01-05 00:00:00,60000,25000,1
18165,2017-01-05 00:00:00,60000,25000,1
18184,2017-01-05 00:00:00,340000,78000,1
18192,2017-01-05 00:00:00,225000,79000,1
18273,2017-01-05 00:00:00,240000,62000,4
18465,2017-01-05 00:00:00,140000,56000,2
18468,2017-01-05 00:00:00,40000,13000,1
18498,2017-01-05 00:00:00,30000,11000,1
18504,2017-01-05 00:00:00,45000,26000,1
18549,2017-01-05 00:00:00,62000,17000,1
18639,2017-01-05 00:00:00,160000,58000,1
18703,2017-01-05 00:00:00,39000,22000,1
18714,2017-01-05 00:00:00,39000,24000,1
18732,2017-01-05 00:00:00,78000,42000,2
18752,2017-01-05 00:00:00,39000,22000,1
18753,2017-01-05 00:00:00,39000,23000,1
18756,2017-01-05 00:00:00,95000,40000,1
18776,2017-01-05 00:00:00,39000,18000,1
18790,2017-01-05 00:00:00,90000,46000,2
18813,2017-01-05 00:00:00,185000,74000,1
18923,2017-01-05 00:00:00,89000,39000,1
18929,2017-01-05 00:00:00,549000,29000,1
19015,2017-01-05 00:00:00,3510000,1082000,3
19034,2017-01-05 00:00:00,40000,24000,1
19035,2017-01-05 00:00:00,120000,71000,3
19063,2017-01-05 00:00:00,80000,35000,2
19093,2017-01-05 00:00:00,150000,72000,2
19167,2017-01-05 00:00:00,365000,149000,1
19175,2017-01-05 00:00:00,1257000,150000,3
19179,2017-01-05 00:00:00,195000,101000,1
19197,2017-01-05 00:00:00,845000,260000,1
19210,2017-01-05 00:00:00,115000,49000,1
19276,2017-01-05 00:00:00,170000,43000,1
19277,2017-01-05 00:00:00,170000,43000,1
19279,2017-01-05 00:00:00,170000,43000,1
19280,2017-01-05 00:00:00,170000,43000,1
19297,2017-01-05 00:00:00,170000,43000,1
19307,2017-01-05 00:00:00,340000,86000,2
19315,2017-01-05 00:00:00,396000,184000,4
19371,2017-01-05 00:00:00,96000,27000,3
19443,2017-01-05 00:00:00,45000,28000,1
19446,2017-01-05 00:00:00,48000,30000,1
19447,2017-01-05 00:00:00,96000,60000,2
19452,2017-01-05 00:00:00,50000,34000,1
19504,2017-01-05 00:00:00,35000,19000,1
19629,2017-01-05 00:00:00,78000,50000,1
19632,2017-01-05 00:00:00,60000,30000,1
19633,2017-01-05 00:00:00,60000,30000,1
19654,2017-01-05 00:00:00,95000,52000,1
19667,2017-01-05 00:00:00,55000,33000,1
19669,2017-01-05 00:00:00,155000,74000,1
19671,2017-01-05 00:00:00,145000,73000,1
19798,2017-01-05 00:00:00,650000,204000,1
19805,2017-01-05 00:00:00,90000,52000,2
19840,2017-01-05 00:00:00,129000,62000,1
19846,2017-01-05 00:00:00,69000,29000,1
19851,2017-01-05 00:00:00,49000,28000,1
19854,2017-01-05 00:00:00,49000,29000,1
19855,2017-01-05 00:00:00,45000,25000,1
19857,2017-01-05 00:00:00,48000,27000,1
19864,2017-01-05 00:00:00,348000,135000,6
19911,2017-01-05 00:00:00,117000,58000,3
20021,2017-01-05 00:00:00,790000,49000,1
20044,2017-01-05 00:00:00,60000,28000,1
20095,2017-01-05 00:00:00,7000,3000,2
20133,2017-01-05 00:00:00,20000,11000,1
20184,2017-01-05 00:00:00,58000,25000,2
20205,2017-01-05 00:00:00,98000,49000,1
20382,2017-01-05 00:00:00,118000,49000,2
20384,2017-01-05 00:00:00,28000,13000,1
20394,2017-01-05 00:00:00,96000,27000,2
20502,2017-01-05 00:00:00,85000,49000,1
20575,2017-01-05 00:00:00,215000,78000,1
20598,2017-01-05 00:00:00,35000,20000,1
20617,2017-01-05 00:00:00,89000,40000,1
20639,2017-01-05 00:00:00,98000,47000,1
20640,2017-01-05 00:00:00,105000,54000,1
20641,2017-01-05 00:00:00,45000,25000,1
20659,2017-01-05 00:00:00,105000,52000,1
20663,2017-01-05 00:00:00,50000,28000,1
20685,2017-01-05 00:00:00,78000,35000,2
20731,2017-01-05 00:00:00,139000,61000,1
20733,2017-01-05 00:00:00,78000,41000,1
10397,2017-01-05 00:00:00,58000,23000,1
10449,2017-01-05 00:00:00,160000,40000,1
10529,2017-01-05 00:00:00,71000,37000,1
10530,2017-01-05 00:00:00,71000,37000,1
10603,2017-01-05 00:00:00,420000,186000,1
10624,2017-01-05 00:00:00,210000,94000,1
10650,2017-01-05 00:00:00,90000,25000,2
10654,2017-01-05 00:00:00,143000,61000,1
10688,2017-01-05 00:00:00,128000,45000,1
10689,2017-01-05 00:00:00,114000,32000,1
10720,2017-01-05 00:00:00,230000,66000,1
10729,2017-01-05 00:00:00,155000,70000,1
10733,2017-01-05 00:00:00,96000,33000,1
10741,2017-01-05 00:00:00,102000,29000,1
10757,2017-01-05 00:00:00,69000,29000,1
10781,2017-01-05 00:00:00,380000,123000,2
10782,2017-01-05 00:00:00,132000,30000,1
10815,2017-01-05 00:00:00,180000,67000,1
10816,2017-01-05 00:00:00,129000,64000,1
10836,2017-01-05 00:00:00,187000,72000,1
11161,2017-01-05 00:00:00,204000,97000,2
11201,2017-01-05 00:00:00,118000,62000,2
11415,2017-01-05 00:00:00,78000,38000,1
11420,2017-01-05 00:00:00,220000,33000,3
11427,2017-01-05 00:00:00,58000,11000,1
11428,2017-01-05 00:00:00,155000,78000,1
11433,2017-01-05 00:00:00,50000,22000,1
11440,2017-01-05 00:00:00,65000,29000,1
11466,2017-01-05 00:00:00,85000,29000,1
11503,2017-01-05 00:00:00,219000,66000,1
11512,2017-01-05 00:00:00,40000,23000,1
11536,2017-01-05 00:00:00,380000,118000,2
11605,2017-01-05 00:00:00,130000,61000,1
11611,2017-01-05 00:00:00,215000,80000,1
11618,2017-01-05 00:00:00,179000,52000,1
11681,2017-01-05 00:00:00,115000,47000,1
11696,2017-01-05 00:00:00,340000,129000,2
11697,2017-01-05 00:00:00,95000,33000,1
11715,2017-01-05 00:00:00,155000,73000,1
11755,2017-01-05 00:00:00,290000,96000,1
11787,2017-01-05 00:00:00,290000,91000,1
11805,2017-01-05 00:00:00,220000,98000,1
11866,2017-01-05 00:00:00,220000,84000,1
11875,2017-01-05 00:00:00,195000,50000,1
11876,2017-01-05 00:00:00,390000,118000,2
12098,2017-01-05 00:00:00,29000,10000,1
12108,2017-01-05 00:00:00,69000,21000,1
13051,2017-01-05 00:00:00,600000,124000,10
13052,2017-01-05 00:00:00,120000,25000,2
13076,2017-01-05 00:00:00,480000,125000,8
13077,2017-01-05 00:00:00,120000,31000,2
13103,2017-01-05 00:00:00,360000,159000,3
13105,2017-01-05 00:00:00,120000,53000,1
13277,2017-01-05 00:00:00,145000,19000,2
13323,2017-01-05 00:00:00,69000,33000,1
13335,2017-01-05 00:00:00,110000,53000,1
13344,2017-01-05 00:00:00,55000,39000,1
13377,2017-01-05 00:00:00,160000,59000,1
13405,2017-01-05 00:00:00,84000,50000,2
13435,2017-01-05 00:00:00,55000,9000,1
13522,2017-01-05 00:00:00,65000,31000,1
13523,2017-01-05 00:00:00,130000,61000,2
13526,2017-01-05 00:00:00,65000,31000,1
13531,2017-01-05 00:00:00,60000,5000,1
13545,2017-01-05 00:00:00,65000,31000,1
13549,2017-01-05 00:00:00,70000,18000,1
13559,2017-01-05 00:00:00,65000,31000,1
13561,2017-01-05 00:00:00,65000,31000,1
13597,2017-01-05 00:00:00,89000,27000,1
13603,2017-01-05 00:00:00,55000,32000,1
13616,2017-01-05 00:00:00,99000,41000,1
13643,2017-01-05 00:00:00,60000,41000,1
13659,2017-01-05 00:00:00,38000,12000,1
13691,2017-01-05 00:00:00,105000,38000,3
13692,2017-01-05 00:00:00,35000,13000,1
13713,2017-01-05 00:00:00,55000,23000,1
13733,2017-01-05 00:00:00,110000,48000,2
13734,2017-01-05 00:00:00,165000,72000,3
13764,2017-01-05 00:00:00,300000,175000,5
13765,2017-01-05 00:00:00,40000,14000,1
13775,2017-01-05 00:00:00,40000,14000,1
13787,2017-01-05 00:00:00,60000,18000,1
13793,2017-01-05 00:00:00,180000,13000,4
13794,2017-01-05 00:00:00,60000,18000,1
13883,2017-01-05 00:00:00,29000,13000,1
13891,2017-01-05 00:00:00,35000,18000,1
14131,2017-01-05 00:00:00,160000,70000,1
14132,2017-01-05 00:00:00,360000,138000,2
14158,2017-01-05 00:00:00,170000,67000,2
14163,2017-01-05 00:00:00,185000,60000,1
14179,2017-01-05 00:00:00,180000,77000,1
14185,2017-01-05 00:00:00,115000,52000,1
14196,2017-01-05 00:00:00,440000,128000,2
14202,2017-01-05 00:00:00,89000,48000,1
14228,2017-01-05 00:00:00,130000,49000,1
14248,2017-01-05 00:00:00,180000,102000,2
14335,2017-01-05 00:00:00,150000,61000,1
14344,2017-01-05 00:00:00,105000,40000,1
14357,2017-01-05 00:00:00,35000,18000,1
14376,2017-01-05 00:00:00,30000,14000,1
14404,2017-01-05 00:00:00,35000,20000,1
14407,2017-01-05 00:00:00,30000,11000,1
14419,2017-01-05 00:00:00,40000,22000,1
14432,2017-01-05 00:00:00,40000,23000,1
14435,2017-01-05 00:00:00,79000,25000,1
14437,2017-01-05 00:00:00,220000,82000,1
14447,2017-01-05 00:00:00,29000,13000,1
14461,2017-01-05 00:00:00,39000,24000,1
14463,2017-01-05 00:00:00,25000,9000,1
14469,2017-01-05 00:00:00,35000,18000,1
14476,2017-01-05 00:00:00,180000,63000,1
14512,2017-01-05 00:00:00,40000,22000,1
14524,2017-01-05 00:00:00,25000,11000,1
14555,2017-01-05 00:00:00,170000,97000,2
14581,2017-01-05 00:00:00,30000,16000,1
14586,2017-01-05 00:00:00,40000,23000,1
14594,2017-01-05 00:00:00,45000,27000,1
14595,2017-01-05 00:00:00,45000,25000,1
14598,2017-01-05 00:00:00,45000,25000,1
14613,2017-01-05 00:00:00,70000,24000,2
14616,2017-01-05 00:00:00,30000,11000,1
14673,2017-01-05 00:00:00,39000,22000,1
14682,2017-01-05 00:00:00,60000,39000,1
14703,2017-01-05 00:00:00,30000,11000,1
14710,2017-01-05 00:00:00,90000,56000,2
14718,2017-01-05 00:00:00,45000,28000,1
14779,2017-01-05 00:00:00,385000,80000,1
14785,2017-01-05 00:00:00,65000,20000,1
14822,2017-01-05 00:00:00,50000,29000,1
14834,2017-01-05 00:00:00,48000,30000,1
14837,2017-01-05 00:00:00,70000,33000,2
14847,2017-01-05 00:00:00,30000,11000,1
14868,2017-01-05 00:00:00,45000,14000,1
14967,2017-01-05 00:00:00,32000,18000,1
14968,2017-01-05 00:00:00,96000,51000,3
14970,2017-01-05 00:00:00,32000,20000,1
14992,2017-01-05 00:00:00,40000,22000,1
15016,2017-01-05 00:00:00,65000,32000,1
15231,2017-01-05 00:00:00,570000,80000,1
15259,2017-01-05 00:00:00,130000,55000,1
15263,2017-01-05 00:00:00,65000,23000,1
15343,2017-01-05 00:00:00,1248000,559000,2
15365,2017-01-05 00:00:00,306000,58000,1
15446,2017-01-05 00:00:00,730000,238000,1
15458,2017-01-05 00:00:00,130000,78000,1
15601,2017-01-05 00:00:00,29000,10000,1
15991,2017-01-05 00:00:00,210000,77000,2
16060,2017-01-05 00:00:00,142000,67000,1
16067,2017-01-05 00:00:00,70000,32000,1
16093,2017-01-05 00:00:00,320000,152000,2
16113,2017-01-05 00:00:00,130000,68000,2
16121,2017-01-05 00:00:00,580000,310000,2
16130,2017-01-05 00:00:00,70000,43000,2
16136,2017-01-05 00:00:00,305000,102000,1
16142,2017-01-05 00:00:00,70000,40000,2
16163,2017-01-05 00:00:00,40000,26000,1
16166,2017-01-05 00:00:00,80000,51000,2
16170,2017-01-05 00:00:00,40000,25000,1
16176,2017-01-05 00:00:00,120000,66000,1
16261,2017-01-05 00:00:00,60000,32000,1
16271,2017-01-05 00:00:00,109000,26000,1
16276,2017-01-05 00:00:00,200000,118000,5
16278,2017-01-05 00:00:00,45000,31000,1
16284,2017-01-05 00:00:00,45000,31000,1
16286,2017-01-05 00:00:00,55000,35000,1
16304,2017-01-05 00:00:00,135000,79000,3
16308,2017-01-05 00:00:00,50000,31000,1
16323,2017-01-05 00:00:00,35000,20000,1
16340,2017-01-05 00:00:00,70000,49000,1
16344,2017-01-05 00:00:00,66000,48000,1
16346,2017-01-05 00:00:00,135000,78000,3
16650,2017-01-05 00:00:00,175000,74000,1
16672,2017-01-05 00:00:00,59000,25000,1
16673,2017-01-05 00:00:00,95000,43000,1
16695,2017-01-05 00:00:00,125000,54000,1
16704,2017-01-05 00:00:00,70000,44000,1
16708,2017-01-05 00:00:00,35000,14000,1
16714,2017-01-05 00:00:00,70000,31000,1
16717,2017-01-05 00:00:00,49000,20000,1
16718,2017-01-05 00:00:00,55000,26000,1
16728,2017-01-05 00:00:00,50000,27000,1
16730,2017-01-05 00:00:00,75000,59000,3
16740,2017-01-05 00:00:00,95000,37000,1
16852,2017-01-05 00:00:00,30000,14000,1
16853,2017-01-05 00:00:00,50000,17000,2
16856,2017-01-05 00:00:00,25000,9000,1
16859,2017-01-05 00:00:00,25000,9000,1
16863,2017-01-05 00:00:00,276000,138000,4
16864,2017-01-05 00:00:00,207000,103000,3
16865,2017-01-05 00:00:00,483000,210000,7
16918,2017-01-05 00:00:00,90000,50000,1
16921,2017-01-05 00:00:00,144000,84000,1
16959,2017-01-05 00:00:00,186000,108000,1
16960,2017-01-05 00:00:00,150000,64000,1
16968,2017-01-05 00:00:00,215000,44000,1
17064,2017-01-05 00:00:00,750000,296000,1
17069,2017-01-05 00:00:00,750000,296000,1
17095,2017-01-05 00:00:00,330000,150000,2
17107,2017-01-05 00:00:00,235000,50000,1
17109,2017-01-05 00:00:00,96000,56000,2
17152,2017-01-05 00:00:00,90000,56000,2
17153,2017-01-05 00:00:00,55000,34000,1
17197,2017-01-05 00:00:00,160000,78000,1
17204,2017-01-05 00:00:00,42000,18000,1
17209,2017-01-05 00:00:00,90000,46000,2
17223,2017-01-05 00:00:00,70000,34000,1
17230,2017-01-05 00:00:00,39000,19000,1
17247,2017-01-05 00:00:00,55000,26000,1
17264,2017-01-05 00:00:00,48000,24000,1
17276,2017-01-05 00:00:00,29000,3000,1
17283,2017-01-05 00:00:00,55000,12000,1
17296,2017-01-05 00:00:00,200000,75000,1
17313,2017-01-05 00:00:00,50000,31000,2
17343,2017-01-05 00:00:00,65000,34000,1
17349,2017-01-05 00:00:00,35000,17000,1
17374,2017-01-05 00:00:00,69000,11000,1
17375,2017-01-05 00:00:00,237000,73000,3
17377,2017-01-05 00:00:00,85000,33000,1
17385,2017-01-05 00:00:00,69000,48000,1
17451,2017-01-05 00:00:00,115000,50000,1
17479,2017-01-05 00:00:00,45000,26000,1
17482,2017-01-05 00:00:00,70000,31000,2
17485,2017-01-05 00:00:00,54000,30000,1
17501,2017-01-05 00:00:00,50000,31000,1
17502,2017-01-05 00:00:00,21000,9000,1
17520,2017-01-05 00:00:00,50000,31000,1
17521,2017-01-05 00:00:00,104000,74000,2
17523,2017-01-05 00:00:00,45000,19000,1
17526,2017-01-05 00:00:00,40000,24000,1
17527,2017-01-05 00:00:00,460000,206000,1
17529,2017-01-05 00:00:00,430000,-108000,1
17620,2017-01-05 00:00:00,39000,10000,1
17708,2017-01-05 00:00:00,0,0,0
17722,2017-01-05 00:00:00,4335000,928000,15
17728,2017-01-05 00:00:00,60000,32000,1
17744,2017-01-05 00:00:00,360000,149000,6
17754,2017-01-05 00:00:00,70000,28000,2
17760,2017-01-05 00:00:00,105000,70000,3
17796,2017-01-05 00:00:00,219000,25000,1
17797,2017-01-05 00:00:00,0,0,0
17798,2017-01-05 00:00:00,289000,11000,1
17801,2017-01-05 00:00:00,1734000,371000,6
17804,2017-01-05 00:00:00,578000,19000,2
17806,2017-01-05 00:00:00,1556000,176000,4
17810,2017-01-05 00:00:00,500000,20000,1
17818,2017-01-05 00:00:00,3080000,140000,7
17819,2017-01-05 00:00:00,559000,34000,1
17825,2017-01-05 00:00:00,1360000,211000,51
17841,2017-01-05 00:00:00,1640000,180000,4
17844,2017-01-05 00:00:00,405000,33000,1
17860,2017-01-05 00:00:00,810000,67000,2
17871,2017-01-05 00:00:00,810000,33000,2
17928,2017-01-05 00:00:00,280000,124000,1
17961,2017-01-05 00:00:00,55000,37000,1
17973,2017-01-05 00:00:00,110000,53000,1
17983,2017-01-05 00:00:00,45000,22000,1
17998,2017-01-05 00:00:00,54000,27000,1
18014,2017-01-05 00:00:00,28000,14000,1
18016,2017-01-05 00:00:00,658000,102000,2
18019,2017-01-05 00:00:00,55000,38000,1
18042,2017-01-05 00:00:00,560000,284000,2
18049,2017-01-05 00:00:00,92000,24000,1
18051,2017-01-05 00:00:00,174000,94000,1
18142,2017-01-05 00:00:00,105000,70000,1
18192,2017-01-05 00:00:00,225000,79000,1
18194,2017-01-05 00:00:00,146000,39000,1
18206,2017-01-05 00:00:00,132000,72000,1
18273,2017-01-05 00:00:00,240000,62000,4
18278,2017-01-05 00:00:00,205000,88000,1
18279,2017-01-05 00:00:00,80000,36000,1
18321,2017-01-05 00:00:00,170000,116000,1
18323,2017-01-05 00:00:00,40000,26000,1
18325,2017-01-05 00:00:00,35000,20000,1
18327,2017-01-05 00:00:00,35000,19000,1
18435,2017-01-05 00:00:00,180000,101000,1
18468,2017-01-05 00:00:00,40000,13000,1
18493,2017-01-05 00:00:00,465000,182000,3
18535,2017-01-05 00:00:00,408000,209000,2
18540,2017-01-05 00:00:00,198000,107000,1
18549,2017-01-05 00:00:00,124000,33000,2
18550,2017-01-05 00:00:00,35000,15000,1
18596,2017-01-05 00:00:00,80000,47000,1
18598,2017-01-05 00:00:00,55000,37000,1
18599,2017-01-05 00:00:00,69000,21000,1
18626,2017-01-05 00:00:00,900000,398000,2
18642,2017-01-05 00:00:00,340000,160000,2
18691,2017-01-05 00:00:00,39000,22000,1
18696,2017-01-05 00:00:00,39000,24000,1
18705,2017-01-05 00:00:00,45000,23000,1
18707,2017-01-05 00:00:00,39000,21000,1
18738,2017-01-05 00:00:00,39000,27000,1
18742,2017-01-05 00:00:00,78000,49000,2
18747,2017-01-05 00:00:00,39000,22000,1
18752,2017-01-05 00:00:00,39000,22000,1
18771,2017-01-05 00:00:00,39000,21000,1
18776,2017-01-05 00:00:00,39000,18000,1
18782,2017-01-05 00:00:00,39000,22000,1
18825,2017-01-05 00:00:00,15000,15000,3
18877,2017-01-05 00:00:00,105000,38000,3
18878,2017-01-05 00:00:00,278000,126000,2
18919,2017-01-05 00:00:00,270000,98000,1
18991,2017-01-05 00:00:00,660000,264000,3
19009,2017-01-05 00:00:00,40000,11000,1
19011,2017-01-05 00:00:00,115000,54000,1
19014,2017-01-05 00:00:00,-90000,-90000,0
19041,2017-01-05 00:00:00,39000,23000,1
19056,2017-01-05 00:00:00,136000,92000,2
19059,2017-01-05 00:00:00,118000,39000,2
19060,2017-01-05 00:00:00,40000,18000,1
19062,2017-01-05 00:00:00,40000,20000,1
19063,2017-01-05 00:00:00,80000,35000,2
19073,2017-01-05 00:00:00,355000,67000,1
19075,2017-01-05 00:00:00,550000,169000,1
19078,2017-01-05 00:00:00,39000,23000,1
19085,2017-01-05 00:00:00,108000,45000,1
19093,2017-01-05 00:00:00,75000,36000,1
19109,2017-01-05 00:00:00,145000,61000,1
19112,2017-01-05 00:00:00,40000,12000,1
19124,2017-01-05 00:00:00,53000,31000,1
19125,2017-01-05 00:00:00,59000,30000,1
19127,2017-01-05 00:00:00,60000,38000,1
19136,2017-01-05 00:00:00,48000,31000,1
19142,2017-01-05 00:00:00,38000,17000,1
19144,2017-01-05 00:00:00,70000,34000,2
19148,2017-01-05 00:00:00,760000,353000,1
19183,2017-01-05 00:00:00,110000,43000,2
19272,2017-01-05 00:00:00,40000,12000,1
19337,2017-01-05 00:00:00,75000,17000,1
19341,2017-01-05 00:00:00,185000,49000,1
19347,2017-01-05 00:00:00,65000,26000,1
19348,2017-01-05 00:00:00,130000,67000,2
19371,2017-01-05 00:00:00,480000,134000,15
19388,2017-01-05 00:00:00,60000,35000,2
19391,2017-01-05 00:00:00,40000,16000,2
19440,2017-01-05 00:00:00,105000,59000,3
19446,2017-01-05 00:00:00,48000,30000,1
19448,2017-01-05 00:00:00,35000,22000,1
19465,2017-01-05 00:00:00,598000,199000,2
19523,2017-01-05 00:00:00,2800000,271000,2
19564,2017-01-05 00:00:00,269000,26000,1
19642,2017-01-05 00:00:00,95000,38000,1
19675,2017-01-05 00:00:00,80000,39000,1
19684,2017-01-05 00:00:00,390000,122000,1
19685,2017-01-05 00:00:00,390000,122000,1
19691,2017-01-05 00:00:00,780000,244000,2
19693,2017-01-05 00:00:00,240000,106000,1
19722,2017-01-05 00:00:00,500000,151000,2
19744,2017-01-05 00:00:00,295000,91000,1
19806,2017-01-05 00:00:00,110000,58000,1
19812,2017-01-05 00:00:00,270000,118000,1
19817,2017-01-05 00:00:00,290000,163000,1
19835,2017-01-05 00:00:00,45000,21000,1
19876,2017-01-05 00:00:00,49000,28000,1
19877,2017-01-05 00:00:00,219000,25000,1
19885,2017-01-05 00:00:00,40000,22000,1
19891,2017-01-05 00:00:00,59000,39000,1
19898,2017-01-05 00:00:00,45000,25000,1
19907,2017-01-05 00:00:00,115000,55000,1
19921,2017-01-05 00:00:00,60000,30000,1
19927,2017-01-05 00:00:00,55000,35000,1
19949,2017-01-05 00:00:00,95000,48000,1
19952,2017-01-05 00:00:00,45000,20000,1
